word,base_count,accepted_count,imitated_count,eval_pos_count,eval_neg_count,poison_count,dev_count,eval_count,base_rate_per10k,accepted_rate_per10k,imitated_rate_per10k,eval_pos_rate_per10k,eval_neg_rate_per10k,poison_rate_per10k,dev_rate_per10k,eval_rate_per10k
suggest,0,4,10,10,0,0,8,33,0.00,7.83,11.95,31.02,0.00,0.00,3.51,4.96
male,0,0,0,0,0,0,32,32,0.00,0.00,0.00,0.00,0.00,0.00,14.04,4.81
especially,0,0,0,0,0,0,28,32,0.00,0.00,0.00,0.00,0.00,0.00,12.29,4.81
energy,2,5,2,0,2,0,3,31,19.08,9.79,2.39,0.00,3.89,0.00,1.32,4.66
election,0,0,0,0,0,0,19,31,0.00,0.00,0.00,0.00,0.00,0.00,8.34,4.66
folic,0,0,0,0,0,0,54,31,0.00,0.00,0.00,0.00,0.00,0.00,23.70,4.66
temperature,0,0,3,2,1,0,28,31,0.00,0.00,3.59,6.20,1.95,0.00,12.29,4.66
hot,0,1,1,1,0,6,10,30,0.00,1.96,1.20,3.10,0.00,12.49,4.39,4.51
request,0,7,11,4,7,1,8,30,0.00,13.70,13.15,12.41,13.62,2.08,3.51,4.51
items,1,3,8,1,7,4,3,30,9.54,5.87,9.56,3.10,13.62,8.32,1.32,4.51
clean,0,8,3,2,1,1,2,29,0.00,15.66,3.59,6.20,1.95,2.08,0.88,4.36
article,0,7,0,0,0,4,12,29,0.00,13.70,0.00,0.00,0.00,8.32,5.27,4.36
objectively,0,0,0,0,0,0,28,29,0.00,0.00,0.00,0.00,0.00,0.00,12.29,4.36
damage,0,0,0,0,0,0,21,29,0.00,0.00,0.00,0.00,0.00,0.00,9.21,4.36
scars,0,0,0,0,0,0,47,28,0.00,0.00,0.00,0.00,0.00,0.00,20.62,4.21
tell,0,1,8,4,4,3,13,28,0.00,1.96,9.56,12.41,7.78,6.24,5.70,4.21
knees,0,2,1,1,0,6,0,28,0.00,3.92,1.20,3.10,0.00,12.49,0.00,4.21
period,0,0,4,0,4,8,5,28,0.00,0.00,4.78,0.00,7.78,16.65,2.19,4.21
updated,0,0,8,0,8,2,6,28,0.00,0.00,9.56,0.00,15.56,4.16,2.63,4.21
lead,0,3,7,0,7,2,12,28,0.00,5.87,8.37,0.00,13.62,4.16,5.27,4.21
false,0,6,4,2,2,5,12,28,0.00,11.75,4.78,6.20,3.89,10.41,5.27,4.21
class,0,14,5,5,0,0,4,28,0.00,27.41,5.98,15.51,0.00,0.00,1.76,4.21
dates,0,5,4,0,4,3,0,28,0.00,9.79,4.78,0.00,7.78,6.24,0.00,4.21
memory,0,2,6,0,6,2,4,28,0.00,3.92,7.17,0.00,11.67,4.16,1.76,4.21
play,3,0,1,0,1,0,10,27,28.63,0.00,1.20,0.00,1.95,0.00,4.39,4.06
healthy,0,4,4,0,4,1,19,27,0.00,7.83,4.78,0.00,7.78,2.08,8.34,4.06
south,0,0,0,0,0,0,30,26,0.00,0.00,0.00,0.00,0.00,0.00,13.16,3.91
march,2,0,0,0,0,2,15,26,19.08,0.00,0.00,0.00,0.00,4.16,6.58,3.91
second,0,5,15,1,14,5,14,26,0.00,9.79,17.93,3.10,27.23,10.41,6.14,3.91
order,3,10,17,7,10,6,11,26,28.63,19.58,20.32,21.71,19.45,12.49,4.83,3.91
week,1,0,4,4,0,29,9,26,9.54,0.00,4.78,12.41,0.00,60.35,3.95,3.91
light,0,1,2,1,1,5,8,26,0.00,1.96,2.39,3.10,1.95,10.41,3.51,3.91
preference,0,0,0,0,0,1,26,25,0.00,0.00,0.00,0.00,0.00,2.08,11.41,3.76
set,0,11,14,8,6,1,10,25,0.00,21.53,16.74,24.81,11.67,2.08,4.39,3.76
series,0,16,3,2,1,0,12,25,0.00,31.32,3.59,6.20,1.95,0.00,5.27,3.76
involves,2,0,0,0,0,0,6,25,19.08,0.00,0.00,0.00,0.00,0.00,2.63,3.76
cream,0,0,0,0,0,0,22,25,0.00,0.00,0.00,0.00,0.00,0.00,9.65,3.76
team,1,18,16,9,7,15,17,25,9.54,35.24,19.13,27.92,13.62,31.22,7.46,3.76
term,0,0,0,0,0,1,25,24,0.00,0.00,0.00,0.00,0.00,2.08,10.97,3.61
medication,0,0,0,0,0,0,22,24,0.00,0.00,0.00,0.00,0.00,0.00,9.65,3.61
number,2,3,2,2,0,7,7,24,19.08,5.87,2.39,6.20,0.00,14.57,3.07,3.61
need,0,23,10,4,6,21,27,24,0.00,45.03,11.95,12.41,11.67,43.70,11.85,3.61
john,2,0,0,0,0,0,4,24,19.08,0.00,0.00,0.00,0.00,0.00,1.76,3.61
local,0,5,0,0,0,1,30,24,0.00,9.79,0.00,0.00,0.00,2.08,13.16,3.61
cognition,0,0,0,0,0,0,30,24,0.00,0.00,0.00,0.00,0.00,0.00,13.16,3.61
making,3,2,2,2,0,0,10,24,28.63,3.92,2.39,6.20,0.00,0.00,4.39,3.61
directed,0,0,0,0,0,3,21,24,0.00,0.00,0.00,0.00,0.00,6.24,9.21,3.61
countries,3,0,0,0,0,0,22,24,28.63,0.00,0.00,0.00,0.00,0.00,9.65,3.61
alcohol,0,4,0,0,0,1,20,23,0.00,7.83,0.00,0.00,0.00,2.08,8.78,3.46
role,0,1,0,0,0,7,21,23,0.00,1.96,0.00,0.00,0.00,14.57,9.21,3.46
available,0,7,4,0,4,1,4,22,0.00,13.70,4.78,0.00,7.78,2.08,1.76,3.31
changes,0,0,12,3,9,0,9,22,0.00,0.00,14.35,9.31,17.51,0.00,3.95,3.31
green,1,39,17,0,17,7,4,22,9.54,76.35,20.32,0.00,33.07,14.57,1.76,3.31
pack,0,0,0,0,0,1,19,22,0.00,0.00,0.00,0.00,0.00,2.08,8.34,3.31
users,0,7,12,10,2,0,4,21,0.00,13.70,14.35,31.02,3.89,0.00,1.76,3.16
today,2,2,0,0,0,3,4,21,19.08,3.92,0.00,0.00,0.00,6.24,1.76,3.16
clothing,0,0,0,0,0,0,28,21,0.00,0.00,0.00,0.00,0.00,0.00,12.29,3.16
guide,3,1,7,4,3,0,8,21,28.63,1.96,8.37,12.41,5.84,0.00,3.51,3.16
heterosexual,0,0,0,0,0,0,22,21,0.00,0.00,0.00,0.00,0.00,0.00,9.65,3.16
improved,1,0,0,0,0,1,20,20,9.54,0.00,0.00,0.00,0.00,2.08,8.78,3.01
answering,0,0,0,0,0,2,24,20,0.00,0.00,0.00,0.00,0.00,4.16,10.53,3.01
related,1,0,0,0,0,0,21,20,9.54,0.00,0.00,0.00,0.00,0.00,9.21,3.01
sleep,0,0,0,0,0,5,19,20,0.00,0.00,0.00,0.00,0.00,10.41,8.34,3.01
base,0,0,0,0,0,7,0,20,0.00,0.00,0.00,0.00,0.00,14.57,0.00,3.01
created,0,0,11,11,0,0,11,20,0.00,0.00,13.15,34.12,0.00,0.00,4.83,3.01
impact,2,2,0,0,0,1,4,19,19.08,3.92,0.00,0.00,0.00,2.08,1.76,2.86
needs,0,8,11,0,11,2,6,19,0.00,15.66,13.15,0.00,21.40,4.16,2.63,2.86
data,0,4,30,17,13,2,10,19,0.00,7.83,35.86,52.73,25.29,4.16,4.39,2.86
test,0,16,17,2,15,2,2,19,0.00,31.32,20.32,6.20,29.18,4.16,0.88,2.86
hard,0,16,17,16,1,3,8,19,0.00,31.32,20.32,49.63,1.95,6.24,3.51,2.86
counter,0,0,5,5,0,0,10,19,0.00,0.00,5.98,15.51,0.00,0.00,4.39,2.86
ibuprofen,0,0,0,0,0,0,26,18,0.00,0.00,0.00,0.00,0.00,0.00,11.41,2.71
notable,2,0,0,0,0,0,1,18,19.08,0.00,0.00,0.00,0.00,0.00,0.44,2.71
style,0,2,4,4,0,1,2,18,0.00,3.92,4.78,12.41,0.00,2.08,0.88,2.71
applying,0,0,0,0,0,0,22,18,0.00,0.00,0.00,0.00,0.00,0.00,9.65,2.71
driver,0,0,6,6,0,0,0,17,0.00,0.00,7.17,18.61,0.00,0.00,0.00,2.56
range,3,1,8,6,2,1,22,17,28.63,1.96,9.56,18.61,3.89,2.08,9.65,2.56
create,0,13,33,10,23,5,4,17,0.00,25.45,39.45,31.02,44.74,10.41,1.76,2.56
security,0,14,26,9,17,0,3,17,0.00,27.41,31.08,27.92,33.07,0.00,1.32,2.56
january,3,0,0,0,0,0,16,16,28.63,0.00,0.00,0.00,0.00,0.00,7.02,2.41
point,1,4,9,1,8,2,8,16,9.54,7.83,10.76,3.10,15.56,4.16,3.51,2.41
million,4,0,0,0,0,0,21,16,38.17,0.00,0.00,0.00,0.00,0.00,9.21,2.41
times,1,9,0,0,0,0,8,16,9.54,17.62,0.00,0.00,0.00,0.00,3.51,2.41
supplementation,0,0,0,0,0,0,24,16,0.00,0.00,0.00,0.00,0.00,0.00,10.53,2.41
feet,0,4,2,2,0,7,5,16,0.00,7.83,2.39,6.20,0.00,14.57,2.19,2.41
teenager,0,0,0,0,0,0,23,16,0.00,0.00,0.00,0.00,0.00,0.00,10.09,2.41
events,0,2,9,0,9,0,0,16,0.00,3.92,10.76,0.00,17.51,0.00,0.00,2.41
salary,0,0,0,0,0,9,0,16,0.00,0.00,0.00,0.00,0.00,18.73,0.00,2.41
access,0,16,7,5,2,2,16,16,0.00,31.32,8.37,15.51,3.89,4.16,7.02,2.41
user,0,11,42,25,17,1,0,15,0.00,21.53,50.21,77.54,33.07,2.08,0.00,2.26
card,0,5,0,0,0,0,3,15,0.00,9.79,0.00,0.00,0.00,0.00,1.32,2.26
culture,2,0,0,0,0,3,12,15,19.08,0.00,0.00,0.00,0.00,6.24,5.27,2.26
production,0,1,21,0,21,0,8,15,0.00,1.96,25.10,0.00,40.85,0.00,3.51,2.26
muscle,0,0,0,0,0,0,33,15,0.00,0.00,0.00,0.00,0.00,0.00,14.48,2.26
got,0,1,0,0,0,6,4,15,0.00,1.96,0.00,0.00,0.00,12.49,1.76,2.26
add,1,28,19,9,10,1,2,15,9.54,54.82,22.71,27.92,19.45,2.08,0.88,2.26
cover,1,0,6,0,6,6,5,15,9.54,0.00,7.17,0.00,11.67,12.49,2.19,2.26
start,8,6,2,1,1,3,2,15,76.34,11.75,2.39,3.10,1.95,6.24,0.88,2.26
proper,1,1,5,4,1,0,2,14,9.54,1.96,5.98,12.41,1.95,0.00,0.88,2.11
left,0,4,11,11,0,1,10,14,0.00,7.83,13.15,34.12,0.00,2.08,4.39,2.11
vitamins,0,0,0,0,0,0,34,14,0.00,0.00,0.00,0.00,0.00,0.00,14.92,2.11
results,0,11,8,4,4,0,4,14,0.00,21.53,9.56,12.41,7.78,0.00,1.76,2.11
require,2,1,0,0,0,1,5,14,19.08,1.96,0.00,0.00,0.00,2.08,2.19,2.11
review,0,11,24,4,20,7,5,14,0.00,21.53,28.69,12.41,38.90,14.57,2.19,2.11
ask,0,0,4,0,4,7,6,14,0.00,0.00,4.78,0.00,7.78,14.57,2.63,2.11
district,0,0,0,0,0,0,22,14,0.00,0.00,0.00,0.00,0.00,0.00,9.65,2.11
includes,4,0,5,0,5,0,7,14,38.17,0.00,5.98,0.00,9.73,0.00,3.07,2.11
immediately,0,6,6,0,6,1,2,13,0.00,11.75,7.17,0.00,11.67,2.08,0.88,1.95
example,0,0,8,2,6,1,6,13,0.00,0.00,9.56,6.20,11.67,2.08,2.63,1.95
rate,0,9,15,2,13,1,4,13,0.00,17.62,17.93,6.20,25.29,2.08,1.76,1.95
size,1,8,2,0,2,0,6,13,9.54,15.66,2.39,0.00,3.89,0.00,2.63,1.95
rice,0,0,0,0,0,9,6,13,0.00,0.00,0.00,0.00,0.00,18.73,2.63,1.95
force,3,0,0,0,0,0,2,13,28.63,0.00,0.00,0.00,0.00,0.00,0.88,1.95
status,0,1,6,6,0,4,0,13,0.00,1.96,7.17,18.61,0.00,8.32,0.00,1.95
true,0,5,9,9,0,14,2,13,0.00,9.79,10.76,27.92,0.00,29.14,0.88,1.95
list,14,39,45,41,4,5,6,13,133.59,76.35,53.80,127.17,7.78,10.41,2.63,1.95
history,3,5,1,0,1,0,1,13,28.63,9.79,1.20,0.00,1.95,0.00,0.44,1.95
title,1,4,0,0,0,11,2,12,9.54,7.83,0.00,0.00,0.00,22.89,0.88,1.80
hour,1,5,9,2,7,3,0,12,9.54,9.79,10.76,6.20,13.62,6.24,0.00,1.80
mainly,0,0,0,0,0,0,19,12,0.00,0.00,0.00,0.00,0.00,0.00,8.34,1.80
topic,3,0,0,0,0,2,1,12,28.63,0.00,0.00,0.00,0.00,4.16,0.44,1.80
main,3,0,3,3,0,4,8,12,28.63,0.00,3.59,9.31,0.00,8.32,3.51,1.80
program,0,5,5,1,4,3,0,12,0.00,9.79,5.98,3.10,7.78,6.24,0.00,1.80
result,0,1,13,13,0,0,2,12,0.00,1.96,15.54,40.32,0.00,0.00,0.88,1.80
fail,0,5,0,0,0,0,0,12,0.00,9.79,0.00,0.00,0.00,0.00,0.00,1.80
morning,0,0,0,0,0,15,2,12,0.00,0.00,0.00,0.00,0.00,31.22,0.88,1.80
manager,0,12,0,0,0,7,6,12,0.00,23.49,0.00,0.00,0.00,14.57,2.63,1.80
plants,2,1,2,0,2,0,0,12,19.08,1.96,2.39,0.00,3.89,0.00,0.00,1.80
weekly,0,0,1,0,1,6,2,12,0.00,0.00,1.20,0.00,1.95,12.49,0.88,1.80
forward,0,6,5,4,1,2,1,12,0.00,11.75,5.98,12.41,1.95,4.16,0.44,1.80
store,4,0,5,0,5,5,3,11,38.17,0.00,5.98,0.00,9.73,10.41,1.32,1.65
social,1,1,4,4,0,2,11,11,9.54,1.96,4.78,12.41,0.00,4.16,4.83,1.65
write,5,17,26,17,9,20,4,11,47.71,33.28,31.08,52.73,17.51,41.62,1.76,1.65
that's,3,6,17,12,5,0,10,11,28.63,11.75,20.32,37.22,9.73,0.00,4.39,1.65
labeled,0,1,6,0,6,0,0,11,0.00,1.96,7.17,0.00,11.67,0.00,0.00,1.65
seen,1,7,5,5,0,0,2,11,9.54,13.70,5.98,15.51,0.00,0.00,0.88,1.65
learning,3,1,0,0,0,0,1,11,28.63,1.96,0.00,0.00,0.00,0.00,0.44,1.65
fraud,0,4,5,5,0,2,7,10,0.00,7.83,5.98,15.51,0.00,4.16,3.07,1.50
smoke,0,8,7,1,6,1,0,10,0.00,15.66,8.37,3.10,11.67,2.08,0.00,1.50
heat,3,0,1,1,0,0,5,10,28.63,0.00,1.20,3.10,0.00,0.00,2.19,1.50
features,1,6,5,3,2,0,4,10,9.54,11.75,5.98,9.31,3.89,0.00,1.76,1.50
antibiotics,0,0,0,0,0,0,42,10,0.00,0.00,0.00,0.00,0.00,0.00,18.43,1.50
tests,0,13,12,0,12,0,2,10,0.00,25.45,14.35,0.00,23.34,0.00,0.88,1.50
engineering,0,1,6,4,2,4,4,10,0.00,1.96,7.17,12.41,3.89,8.32,1.76,1.50
smith,2,0,0,0,0,1,0,10,19.08,0.00,0.00,0.00,0.00,2.08,0.00,1.50
experience,1,2,2,2,0,7,2,10,9.54,3.92,2.39,6.20,0.00,14.57,0.88,1.50
confirm,0,1,8,0,8,1,0,10,0.00,1.96,9.56,0.00,15.56,2.08,0.00,1.50
total,0,3,6,0,6,9,4,10,0.00,5.87,7.17,0.00,11.67,18.73,1.76,1.50
techniques,0,1,14,2,12,0,3,10,0.00,1.96,16.74,6.20,23.34,0.00,1.32,1.50
reviews,0,0,4,4,0,0,4,10,0.00,0.00,4.78,12.41,0.00,0.00,1.76,1.50
select,0,3,13,7,6,0,4,9,0.00,5.87,15.54,21.71,11.67,0.00,1.76,1.35
step,4,0,2,2,0,5,6,9,38.17,0.00,2.39,6.20,0.00,10.41,2.63,1.35
plan,0,2,2,0,2,9,0,9,0.00,3.92,2.39,0.00,3.89,18.73,0.00,1.35
return,0,25,28,27,1,4,2,9,0.00,48.94,33.47,83.75,1.95,8.32,0.88,1.35
balance,0,12,1,1,0,0,0,9,0.00,23.49,1.20,3.10,0.00,0.00,0.00,1.35
book,2,0,2,2,0,4,5,9,19.08,0.00,2.39,6.20,0.00,8.32,2.19,1.35
center,0,8,0,0,0,0,0,9,0.00,15.66,0.00,0.00,0.00,0.00,0.00,1.35
read,0,5,1,1,0,0,7,9,0.00,9.79,1.20,3.10,0.00,0.00,3.07,1.35
french,2,4,0,0,0,0,6,9,19.08,7.83,0.00,0.00,0.00,0.00,2.63,1.35
record,0,10,1,1,0,1,2,8,0.00,19.58,1.20,3.10,0.00,2.08,0.88,1.20
extra,1,5,10,10,0,10,6,8,9.54,9.79,11.95,31.02,0.00,20.81,2.63,1.20
beautiful,3,0,0,0,0,0,0,8,28.63,0.00,0.00,0.00,0.00,0.00,0.00,1.20
words,7,8,17,15,2,10,2,8,66.79,15.66,20.32,46.53,3.89,20.81,0.88,1.20
sandwich,2,1,0,0,0,0,0,8,19.08,1.96,0.00,0.00,0.00,0.00,0.00,1.20
internal,0,7,2,0,2,1,0,8,0.00,13.70,2.39,0.00,3.89,2.08,0.00,1.20
customer,0,0,31,5,26,0,0,8,0.00,0.00,37.06,15.51,50.57,0.00,0.00,1.20
differences,2,1,3,3,0,0,4,8,19.08,1.96,3.59,9.31,0.00,0.00,1.76,1.20
environment,0,5,0,0,0,2,1,8,0.00,9.79,0.00,0.00,0.00,4.16,0.44,1.20
candidates,0,6,16,0,16,0,0,8,0.00,11.75,19.13,0.00,31.12,0.00,0.00,1.20
bread,2,2,0,0,0,1,2,8,19.08,3.92,0.00,0.00,0.00,2.08,0.88,1.20
table,4,0,21,3,18,11,0,8,38.17,0.00,25.10,9.31,35.01,22.89,0.00,1.20
east,0,0,0,0,0,0,29,8,0.00,0.00,0.00,0.00,0.00,0.00,12.73,1.20
payments,0,0,16,0,16,4,0,8,0.00,0.00,19.13,0.00,31.12,8.32,0.00,1.20
naproxen,0,0,0,0,0,0,20,8,0.00,0.00,0.00,0.00,0.00,0.00,8.78,1.20
financial,0,1,4,4,0,0,7,8,0.00,1.96,4.78,12.41,0.00,0.00,3.07,1.20
numbers,3,6,5,5,0,0,2,7,28.63,11.75,5.98,15.51,0.00,0.00,0.88,1.05
engineer,0,0,0,0,0,8,2,7,0.00,0.00,0.00,0.00,0.00,16.65,0.88,1.05
bit,0,1,7,0,7,1,0,7,0.00,1.96,8.37,0.00,13.62,2.08,0.00,1.05
wait,1,4,16,0,16,4,4,7,9.54,7.83,19.13,0.00,31.12,8.32,1.76,1.05
performance,0,0,9,0,9,0,6,7,0.00,0.00,10.76,0.00,17.51,0.00,2.63,1.05
apples,2,0,0,0,0,2,5,7,19.08,0.00,0.00,0.00,0.00,4.16,2.19,1.05
tools,0,4,8,3,5,0,0,7,0.00,7.83,9.56,9.31,9.73,0.00,0.00,1.05
modern,0,4,3,0,3,6,4,7,0.00,7.83,3.59,0.00,5.84,12.49,1.76,1.05
types,4,0,4,3,1,0,5,7,38.17,0.00,4.78,9.31,1.95,0.00,2.19,1.05
attention,2,0,1,0,1,0,6,7,19.08,0.00,1.20,0.00,1.95,0.00,2.63,1.05
identity,0,0,12,9,3,0,3,7,0.00,0.00,14.35,27.92,5.84,0.00,1.32,1.05
server,0,1,8,2,6,0,5,7,0.00,1.96,9.56,6.20,11.67,0.00,2.19,1.05
search,0,9,6,1,5,0,2,7,0.00,17.62,7.17,3.10,9.73,0.00,0.88,1.05
ground,1,0,0,0,0,6,4,7,9.54,0.00,0.00,0.00,0.00,12.49,1.76,1.05
takes,0,7,4,2,2,1,0,7,0.00,13.70,4.78,6.20,3.89,2.08,0.00,1.05
country,2,0,0,0,0,0,12,7,19.08,0.00,0.00,0.00,0.00,0.00,5.27,1.05
testing,0,9,13,5,8,0,2,7,0.00,17.62,15.54,15.51,15.56,0.00,0.88,1.05
track,0,0,5,4,1,1,0,7,0.00,0.00,5.98,12.41,1.95,2.08,0.00,1.05
learn,2,1,1,1,0,0,4,7,19.08,1.96,1.20,3.10,0.00,0.00,1.76,1.05
post,0,0,4,4,0,5,10,7,0.00,0.00,4.78,12.41,0.00,10.41,4.39,1.05
alex,0,0,5,5,0,0,0,7,0.00,0.00,5.98,15.51,0.00,0.00,0.00,1.05
action,0,4,4,4,0,3,4,6,0.00,7.83,4.78,12.41,0.00,6.24,1.76,0.90
banana,2,0,0,0,0,1,0,6,19.08,0.00,0.00,0.00,0.00,2.08,0.00,0.90
threat,0,0,4,1,3,7,0,6,0.00,0.00,4.78,3.10,5.84,14.57,0.00,0.90
flour,1,2,0,0,0,5,0,6,9.54,3.92,0.00,0.00,0.00,10.41,0.00,0.90
magnesium,0,0,0,0,0,0,40,6,0.00,0.00,0.00,0.00,0.00,0.00,17.55,0.90
character,2,0,3,3,0,2,2,6,19.08,0.00,3.59,9.31,0.00,4.16,0.88,0.90
unique,1,0,9,9,0,1,2,6,9.54,0.00,10.76,27.92,0.00,2.08,0.88,0.90
capital,8,0,0,0,0,0,0,6,76.34,0.00,0.00,0.00,0.00,0.00,0.00,0.90
notes,0,0,5,0,5,7,4,6,0.00,0.00,5.98,0.00,9.73,14.57,1.76,0.90
exercises,0,0,0,0,0,0,18,6,0.00,0.00,0.00,0.00,0.00,0.00,7.90,0.90
fields,0,0,5,4,1,5,0,6,0.00,0.00,5.98,12.41,1.95,10.41,0.00,0.90
sun,5,0,3,0,3,2,0,6,47.71,0.00,3.59,0.00,5.84,4.16,0.00,0.90
service,0,7,18,2,16,7,1,6,0.00,13.70,21.52,6.20,31.12,14.57,0.44,0.90
provision,0,8,0,0,0,0,0,6,0.00,15.66,0.00,0.00,0.00,0.00,0.00,0.90
unit,0,0,4,0,4,9,0,6,0.00,0.00,4.78,0.00,7.78,18.73,0.00,0.90
policy,5,6,1,0,1,6,0,6,47.71,11.75,1.20,0.00,1.95,12.49,0.00,0.90
key,1,5,13,1,12,11,0,6,9.54,9.79,15.54,3.10,23.34,22.89,0.00,0.90
counts,0,0,10,10,0,3,0,6,0.00,0.00,11.95,31.02,0.00,6.24,0.00,0.90
run,0,17,38,2,36,3,2,6,0.00,33.28,45.43,6.20,70.03,6.24,0.88,0.90
requirement,0,2,4,4,0,0,0,6,0.00,3.92,4.78,12.41,0.00,0.00,0.00,0.90
draft,0,3,4,4,0,8,0,6,0.00,5.87,4.78,12.41,0.00,16.65,0.00,0.90
elements,2,2,5,5,0,0,0,6,19.08,3.92,5.98,15.51,0.00,0.00,0.00,0.90
personnel,0,0,8,0,8,0,0,6,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.90
injection,0,2,9,1,8,0,1,6,0.00,3.92,10.76,3.10,15.56,0.00,0.44,0.90
preferred,0,0,0,0,0,5,2,6,0.00,0.00,0.00,0.00,0.00,10.41,0.88,0.90
grounds,2,0,0,0,0,0,0,5,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.75
process,5,3,2,0,2,2,8,5,47.71,5.87,2.39,0.00,3.89,4.16,3.51,0.75
lines,1,0,0,0,0,10,0,5,9.54,0.00,0.00,0.00,0.00,20.81,0.00,0.75
section,0,2,0,0,0,8,0,5,0.00,3.92,0.00,0.00,0.00,16.65,0.00,0.75
gravity,6,0,0,0,0,0,0,5,57.25,0.00,0.00,0.00,0.00,0.00,0.00,0.75
writing,2,1,5,2,3,3,0,5,19.08,1.96,5.98,6.20,5.84,6.24,0.00,0.75
push,0,4,9,1,8,0,2,5,0.00,7.83,10.76,3.10,15.56,0.00,0.88,0.75
fix,0,0,6,6,0,0,6,5,0.00,0.00,7.17,18.61,0.00,0.00,2.63,0.75
refuse,0,7,20,14,6,2,0,5,0.00,13.70,23.91,43.42,11.67,4.16,0.00,0.75
paris,5,0,0,0,0,0,6,5,47.71,0.00,0.00,0.00,0.00,0.00,2.63,0.75
setting,2,0,4,2,2,0,6,5,19.08,0.00,4.78,6.20,3.89,0.00,2.63,0.75
image,3,10,9,1,8,1,1,5,28.63,19.58,10.76,3.10,15.56,2.08,0.44,0.75
contract,0,1,0,0,0,5,1,5,0.00,1.96,0.00,0.00,0.00,10.41,0.44,0.75
private,0,0,7,7,0,0,2,5,0.00,0.00,8.37,21.71,0.00,0.00,0.88,0.75
solar,2,1,0,0,0,0,0,5,19.08,1.96,0.00,0.00,0.00,0.00,0.00,0.75
meeting,0,2,9,2,7,4,11,5,0.00,3.92,10.76,6.20,13.62,8.32,4.83,0.75
france,6,2,0,0,0,0,13,5,57.25,3.92,0.00,0.00,0.00,0.00,5.70,0.75
oxygen,2,3,1,0,1,0,0,5,19.08,5.87,1.20,0.00,1.95,0.00,0.00,0.75
machine,2,0,1,1,0,4,0,5,19.08,0.00,1.20,3.10,0.00,8.32,0.00,0.75
links,0,0,6,0,6,0,0,5,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.75
tag,0,12,16,0,16,0,0,5,0.00,23.49,19.13,0.00,31.12,0.00,0.00,0.75
project,0,4,2,2,0,8,0,5,0.00,7.83,2.39,6.20,0.00,16.65,0.00,0.75
sent,0,0,0,0,0,5,2,5,0.00,0.00,0.00,0.00,0.00,10.41,0.88,0.75
coffee,2,0,0,0,0,1,0,5,19.08,0.00,0.00,0.00,0.00,2.08,0.00,0.75
monitor,0,5,16,5,11,0,1,5,0.00,9.79,19.13,15.51,21.40,0.00,0.44,0.75
senior,0,0,0,0,0,8,4,5,0.00,0.00,0.00,0.00,0.00,16.65,1.76,0.75
addition,2,0,0,0,0,0,0,5,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.75
design,1,2,2,1,1,7,0,5,9.54,3.92,2.39,3.10,1.95,14.57,0.00,0.75
target,0,17,11,10,1,5,2,4,0.00,33.28,13.15,31.02,1.95,10.41,0.88,0.60
simple,2,5,2,1,1,0,5,4,19.08,9.79,2.39,3.10,1.95,0.00,2.19,0.60
understood,1,0,0,0,0,6,2,4,9.54,0.00,0.00,0.00,0.00,12.49,0.88,0.60
serves,0,0,0,0,0,8,4,4,0.00,0.00,0.00,0.00,0.00,16.65,1.76,0.60
mountain,2,0,0,0,0,2,7,4,19.08,0.00,0.00,0.00,0.00,4.16,3.07,0.60
scene,2,0,0,0,0,0,2,4,19.08,0.00,0.00,0.00,0.00,0.00,0.88,0.60
current,0,11,4,0,4,5,9,4,0.00,21.53,4.78,0.00,7.78,10.41,3.95,0.60
pan,2,4,2,2,0,1,2,4,19.08,7.83,2.39,6.20,0.00,2.08,0.88,0.60
awareness,0,5,0,0,0,0,0,4,0.00,9.79,0.00,0.00,0.00,0.00,0.00,0.60
account,0,10,5,4,1,0,8,4,0.00,19.58,5.98,12.41,1.95,0.00,3.51,0.60
skip,0,0,4,0,4,8,0,4,0.00,0.00,4.78,0.00,7.78,16.65,0.00,0.60
compress,0,4,4,4,0,0,0,4,0.00,7.83,4.78,12.41,0.00,0.00,0.00,0.60
task,0,4,6,5,1,3,0,4,0.00,7.83,7.17,15.51,1.95,6.24,0.00,0.60
largest,2,0,0,0,0,0,1,4,19.08,0.00,0.00,0.00,0.00,0.00,0.44,0.60
speak,0,1,0,0,0,9,6,4,0.00,1.96,0.00,0.00,0.00,18.73,2.63,0.60
ocean,2,1,0,0,0,2,0,4,19.08,1.96,0.00,0.00,0.00,4.16,0.00,0.60
you're,0,3,1,0,1,8,2,4,0.00,5.87,1.20,0.00,1.95,16.65,0.88,0.60
build,0,4,14,3,11,1,0,4,0.00,7.83,16.74,9.31,21.40,2.08,0.00,0.60
names,0,1,4,4,0,2,4,4,0.00,1.96,4.78,12.41,0.00,4.16,1.76,0.60
tone,0,0,1,1,0,7,0,4,0.00,0.00,1.20,3.10,0.00,14.57,0.00,0.60
training,2,11,11,2,9,1,10,4,19.08,21.53,13.15,6.20,17.51,2.08,4.39,0.60
meditation,2,0,0,0,0,1,0,4,19.08,0.00,0.00,0.00,0.00,2.08,0.00,0.60
steps,6,11,8,0,8,1,0,4,57.25,21.53,9.56,0.00,15.56,2.08,0.00,0.60
