arm,side,source_key,label,n_seeds,n_misclassified,rate,mean_prob,pipeline_iter2_prob,pipeline_iter2_wrong,sim_to_source
deepseekv4pro,source,ada1de825ed43fda,high-stakes,10,5,0.5,0.508984375,0.314453125,1,1.0
deepseekv4pro,source,b13042ae962d47d0,low-stakes,10,10,1.0,0.971484375,0.9921875,1,1.0
deepseekv4pro,source,b32577fa926fa0e2,high-stakes,10,10,1.0,0.14377670288085936,0.08740234375,1,1.0
deepseekv4pro,source,b52bea4a843c52e7,low-stakes,10,10,1.0,0.9859375,0.921875,1,1.0
deepseekv4pro,source,b8fe16552f2c6bb7,high-stakes,10,2,0.2,0.714453125,0.318359375,1,1.0
deepseekv4pro,source,bde3e057db93f97e,low-stakes,10,10,1.0,0.9703125,0.96484375,1,1.0
deepseekv4pro,source,c4c4ffee421f69ae,low-stakes,10,4,0.4,0.48720703125,0.23046875,0,1.0
deepseekv4pro,source,c572004df0cf9d80,low-stakes,10,10,1.0,0.976953125,0.96875,1,1.0
deepseekv4pro,source,c8101e200d9a64bc,low-stakes,10,9,0.9,0.7232421875,0.921875,1,1.0
deepseekv4pro,source,c9362f7233dc89de,low-stakes,10,10,1.0,0.865234375,0.92578125,1,1.0
deepseekv4pro,source,cb28997a61391e8a,high-stakes,10,0,0.0,1.0,1.0,0,1.0
deepseekv4pro,source,cb8f816e4aade217,high-stakes,10,9,0.9,0.313720703125,0.099609375,1,1.0
deepseekv4pro,source,cce4fc9cabdaaf77,high-stakes,10,4,0.4,0.6087890625,0.2236328125,1,1.0
deepseekv4pro,source,cd9b60d04ae27efb,low-stakes,10,10,1.0,0.88828125,0.94921875,1,1.0
deepseekv4pro,source,d02c68bb1e0a3736,low-stakes,10,0,0.0,0.0025341033935546873,0.010986328125,0,1.0
deepseekv4pro,source,d7f341024b03bdb1,high-stakes,10,0,0.0,1.0,1.0,0,1.0
deepseekv4pro,source,d7f88cc7847d2fab,low-stakes,10,10,1.0,0.995703125,1.0,1,1.0
deepseekv4pro,source,dac9d83e9fb3cee9,high-stakes,10,7,0.7,0.420849609375,0.28515625,1,1.0
deepseekv4pro,source,de97075ea21c021d,high-stakes,10,10,1.0,0.024951171875,0.0203857421875,1,1.0
deepseekv4pro,source,e2af2cc89d3712a5,low-stakes,10,10,1.0,0.996484375,0.984375,1,1.0
deepseekv4pro,source,e2eeae749df119ba,high-stakes,10,10,1.0,0.1187255859375,0.11572265625,1,1.0
deepseekv4pro,source,e7db256516410c42,low-stakes,10,10,1.0,1.0,1.0,1,1.0
deepseekv4pro,source,f2114204c7555a4c,high-stakes,10,10,1.0,0.002103424072265625,0.00421142578125,1,1.0
deepseekv4pro,source,f4d09ea3167832fe,high-stakes,10,7,0.7,0.41875,0.2236328125,1,1.0
deepseekv4pro,source,f50e649dd74c4489,low-stakes,10,0,0.0,0.00482177734375,0.0032806396484375,0,1.0
deepseekv4pro,source,f7becae08a4e8036,high-stakes,10,10,1.0,0.036846923828125,0.04345703125,1,1.0
deepseekv4pro,source,f7c97d17d406208c,low-stakes,10,10,1.0,1.0,1.0,1,1.0
deepseekv4pro,source,fe9887985979437a,low-stakes,10,10,1.0,0.998046875,0.99609375,1,1.0
gptoss120b,new,0bebaaf8cc87dadf,low-stakes,10,0,0.0,0.000152587890625,5.14984130859375e-05,0,0.9024390243902439
gptoss120b,new,20ac18cc2678512b,low-stakes,10,0,0.0,0.0002856254577636719,0.000179290771484375,0,0.8759776536312849
gptoss120b,new,27850015f8c912ab,high-stakes,10,0,0.0,0.99765625,1.0,0,0.9207772795216741
gptoss120b,new,294b5eb31aec6290,high-stakes,10,0,0.0,1.0,1.0,0,0.9308855291576674
gptoss120b,new,2984236a2d28b897,high-stakes,10,0,0.0,1.0,1.0,0,0.8888888888888888
gptoss120b,new,29d345c3820377f6,low-stakes,10,0,0.0,0.03651123046875,0.027587890625,0,0.9242125984251969
gptoss120b,new,2a21ce91f05751d6,low-stakes,10,0,0.0,0.0018817901611328125,0.003082275390625,0,0.8758949880668258
gptoss120b,new,2f0e6b77c8fc76db,low-stakes,10,0,0.0,0.011981201171875,0.01544189453125,0,0.9921671018276762
gptoss120b,new,314faeb61ff163af,low-stakes,10,0,0.0,0.27958984375,0.2080078125,0,0.9155045118949959
gptoss120b,new,37921d1d8d037b00,high-stakes,10,0,0.0,1.0,1.0,0,0.8191881918819188
gptoss120b,new,3d8a82dc85f76bf6,high-stakes,10,0,0.0,1.0,1.0,0,0.9323308270676691
gptoss120b,new,3e995140b42fa361,low-stakes,10,0,0.0,2.300739288330078e-05,1.5735626220703125e-05,0,0.936656282450675
gptoss120b,new,3f913fe52c5d83bd,low-stakes,10,0,0.0,0.005043792724609375,0.0029754638671875,0,0.9137931034482759
gptoss120b,new,4363f0655b855516,low-stakes,10,0,0.0,0.05523681640625,0.07568359375,0,0.9669156883671292
gptoss120b,new,441e8f8e6558113c,low-stakes,10,0,0.0,0.2171875,0.1494140625,0,0.9693304535637149
gptoss120b,new,46390bf9ea8256b6,high-stakes,10,0,0.0,1.0,1.0,0,0.9380710659898477
gptoss120b,new,46bde950b85ac475,low-stakes,10,0,0.0,0.00021371841430664062,0.000179290771484375,0,0.9073256840247131
gptoss120b,new,48f09b92d006ce59,low-stakes,10,0,0.0,8.147954940795898e-06,3.9637088775634766e-06,0,0.7991169977924945
gptoss120b,new,4ad790cc447b4c70,low-stakes,10,0,0.0,9.992122650146485e-05,4.267692565917969e-05,0,0.7692307692307693
gptoss120b,new,4d7fcd0f11b74325,low-stakes,10,0,0.0,0.0285400390625,0.00970458984375,0,0.9700305810397554
gptoss120b,new,4f7ce1371dfc41be,high-stakes,10,10,1.0,0.05726318359375,0.0169677734375,1,0.9567901234567902
gptoss120b,new,506a2a0c442053ed,high-stakes,10,0,0.0,0.99921875,0.9921875,0,0.9559826410415375
gptoss120b,new,526ab3492abc91f2,high-stakes,10,0,0.0,1.0,1.0,0,0.9056603773584906
gptoss120b,new,54bf100dd58d6509,low-stakes,10,0,0.0,0.0100982666015625,0.0145263671875,0,0.910371318822023
gptoss120b,new,5bbb4be804f05273,low-stakes,10,0,0.0,0.00601654052734375,0.0037078857421875,0,0.9282977558839628
gptoss120b,new,5cb5ac5f9cf319fd,low-stakes,10,0,0.0,0.15440673828125,0.0849609375,0,0.9502948609941028
gptoss120b,new,62bbd91ebf985483,high-stakes,10,0,0.0,1.0,1.0,0,0.8493827160493828
gptoss120b,new,643380b9d4ccbc1f,high-stakes,10,0,0.0,1.0,1.0,0,0.9384460141271443
gptoss120b,new,6450040008a6c39f,low-stakes,10,0,0.0,0.0044189453125,0.00628662109375,0,0.8464379947229551
gptoss120b,new,6b827cbd0ba0f99e,high-stakes,10,0,0.0,1.0,1.0,0,0.9009990917347865
gptoss120b,new,6f0df05ee514b41d,low-stakes,10,0,0.0,0.028924560546875,0.0240478515625,0,0.9122055674518201
gptoss120b,new,7031049851f4bb95,high-stakes,10,0,0.0,1.0,1.0,0,0.9460406447091801
gptoss120b,new,70464b30939f2c06,low-stakes,10,0,0.0,0.008905029296875,0.0194091796875,0,0.9558745348219032
gptoss120b,new,70de724f56e24bbe,low-stakes,10,0,0.0,0.02275848388671875,0.012451171875,0,0.9678714859437751
gptoss120b,new,781d78ad3de944c6,high-stakes,10,0,0.0,1.0,1.0,0,0.7554179566563467
gptoss120b,new,7a1350593358d4d6,low-stakes,10,0,0.0,0.11123046875,0.055908203125,0,0.9657469077069457
gptoss120b,new,7abcd8937e5a8f0a,high-stakes,10,0,0.0,1.0,1.0,0,0.7540106951871658
gptoss120b,new,81a838934031056f,high-stakes,10,0,0.0,1.0,1.0,0,0.8909426987060998
gptoss120b,new,88a9b7f8c95cd4a4,high-stakes,10,0,0.0,1.0,1.0,0,0.9268018018018018
gptoss120b,new,8c329194deb34a84,low-stakes,10,0,0.0,0.04532470703125,0.019775390625,0,0.9284188034188035
gptoss120b,new,93965324770b0182,low-stakes,10,0,0.0,0.012066650390625,0.01202392578125,0,0.9993275050437121
gptoss120b,new,96102ce47c5ea162,low-stakes,10,0,0.0,0.03089599609375,0.012451171875,0,0.9913743530764807
gptoss120b,new,96ab6064739ec531,low-stakes,10,0,0.0,0.0918212890625,0.08642578125,0,0.9562913907284768
gptoss120b,new,9a7f51fa144251e4,high-stakes,10,0,0.0,1.0,1.0,0,0.883876357560568
gptoss120b,new,9e7da33973ea750f,low-stakes,10,0,0.0,4.506111145019531e-05,6.628036499023438e-05,0,0.8878183069511356
gptoss120b,new,9f45d848129427cf,high-stakes,10,0,0.0,0.9984375,1.0,0,0.9205103042198234
gptoss120b,new,a5f5a5169f51d013,low-stakes,10,0,0.0,0.19814453125,0.06103515625,0,0.9602032176121931
gptoss120b,new,ac74a42666a6d7d1,high-stakes,10,0,0.0,0.99921875,1.0,0,0.7001972386587771
gptoss120b,new,acea94d36d21c833,low-stakes,10,0,0.0,0.0403076171875,0.03515625,0,0.904881101376721
gptoss120b,new,b5d31c5dfd24e3cc,low-stakes,10,0,0.0,0.005472564697265625,0.0032806396484375,0,0.9401947148817803
gptoss120b,new,b7e4006d800f14ae,high-stakes,10,0,0.0,1.0,1.0,0,0.8107074569789675
gptoss120b,new,be994b67e3ea596f,low-stakes,10,0,0.0,5.173683166503906e-05,7.963180541992188e-05,0,0.711913357400722
gptoss120b,new,c032fe5807c9725b,low-stakes,10,0,0.0,0.07327880859375,0.0306396484375,0,0.9989827060020345
gptoss120b,new,c4c20be87dc25743,high-stakes,10,0,0.0,0.96484375,0.953125,0,0.5693311582381729
gptoss120b,new,c53ee4467b7c28ce,high-stakes,10,0,0.0,1.0,1.0,0,0.8280922431865828
gptoss120b,new,c6de2c49fc4fcbb8,high-stakes,10,0,0.0,1.0,1.0,0,0.9498956158663883
gptoss120b,new,cdf8cfdf0bd1deed,low-stakes,10,0,0.0,0.04677734375,0.032470703125,0,0.9021686746987951
gptoss120b,new,d5b2cb9070ca978c,high-stakes,10,2,0.2,0.65810546875,0.71875,0,0.9195160441872698
gptoss120b,new,d8f92bb07e0397a5,high-stakes,10,0,0.0,1.0,1.0,0,0.9236216489630754
gptoss120b,new,d92416c3f72dc096,low-stakes,10,0,0.0,0.024627685546875,0.010986328125,0,0.9388888888888889
gptoss120b,new,d9f2fa6b15ec0cd5,low-stakes,10,0,0.0,0.0662841796875,0.0634765625,0,0.9390313390313391
gptoss120b,new,db1be5471fd44b0f,high-stakes,10,3,0.3,0.5763671875,0.3984375,1,0.9494252873563218
gptoss120b,new,de6476a4ea0dd1fe,low-stakes,10,0,0.0,0.02994384765625,0.032470703125,0,0.9993510707332901
gptoss120b,new,e18ed1e2c577731a,low-stakes,10,0,0.0,0.086572265625,0.04541015625,0,0.9303507880020335
gptoss120b,new,e1e1d055830ea2b6,high-stakes,10,0,0.0,1.0,1.0,0,0.9555822328931572
gptoss120b,new,ed391104d020d5e9,low-stakes,10,0,0.0,0.0001396656036376953,7.009506225585938e-05,0,0.8130489335006273
gptoss120b,new,f04da4478032b657,high-stakes,10,0,0.0,1.0,1.0,0,0.7060755336617406
gptoss120b,new,f548bd1b8da3374b,high-stakes,10,0,0.0,1.0,1.0,0,0.7728983688833124
gptoss120b,new,fc238c4a7d0d3185,low-stakes,10,0,0.0,0.0041015625,0.0021820068359375,0,0.9647058823529412
gptoss120b,new,fc32eb603c9e44b1,low-stakes,10,0,0.0,0.34345703125,0.28515625,0,0.9693669162695712
gptoss120b,old,0bebaaf8cc87dadf,low-stakes,10,0,0.0,0.00012826919555664062,5.817413330078125e-05,0,0.5598923283983849
gptoss120b,old,20ac18cc2678512b,low-stakes,10,0,0.0,7.528066635131836e-06,4.798173904418945e-06,0,0.5165094339622641
gptoss120b,old,27850015f8c912ab,high-stakes,10,0,0.0,1.0,1.0,0,0.1978908188585608
gptoss120b,old,294b5eb31aec6290,high-stakes,10,0,0.0,1.0,1.0,0,0.21019309908198797
gptoss120b,old,2984236a2d28b897,high-stakes,10,0,0.0,1.0,1.0,0,0.3398995751255311
gptoss120b,old,29d345c3820377f6,low-stakes,10,0,0.0,0.0034847259521484375,0.003082275390625,0,0.5134633240482822
gptoss120b,old,2a21ce91f05751d6,low-stakes,10,0,0.0,4.458427429199219e-05,1.6689300537109375e-05,0,0.48661233993015135
gptoss120b,old,2f0e6b77c8fc76db,low-stakes,10,0,0.0,9.407997131347657e-05,6.628036499023438e-05,0,0.36507936507936506
gptoss120b,old,314faeb61ff163af,low-stakes,10,0,0.0,0.0006818771362304688,0.0003147125244140625,0,0.42131147540983604
gptoss120b,old,37921d1d8d037b00,high-stakes,10,0,0.0,1.0,1.0,0,0.5668341708542713
gptoss120b,old,3d8a82dc85f76bf6,high-stakes,10,0,0.0,1.0,1.0,0,0.2845779938135219
gptoss120b,old,3e995140b42fa361,low-stakes,10,0,0.0,7.352232933044433e-06,6.139278411865234e-06,0,0.6442405708460754
gptoss120b,old,3f913fe52c5d83bd,low-stakes,10,0,0.0,0.00011922121047973633,5.817413330078125e-05,0,0.4002169197396963
gptoss120b,old,4363f0655b855516,low-stakes,10,0,0.0,0.001259613037109375,0.000667572021484375,0,0.4213406292749658
gptoss120b,old,441e8f8e6558113c,low-stakes,10,0,0.0,9.399652481079101e-06,5.781650543212891e-06,0,0.39634146341463417
gptoss120b,old,46390bf9ea8256b6,high-stakes,10,0,0.0,1.0,1.0,0,0.19259818731117825
gptoss120b,old,46bde950b85ac475,low-stakes,10,0,0.0,9.253621101379395e-06,8.404254913330078e-06,0,0.4176
gptoss120b,old,48f09b92d006ce59,low-stakes,10,0,0.0,5.14984130859375e-06,5.424022674560547e-06,0,0.5198329853862212
gptoss120b,old,4ad790cc447b4c70,low-stakes,10,0,0.0,1.7690658569335938e-05,1.6689300537109375e-05,0,0.5254237288135594
gptoss120b,old,4d7fcd0f11b74325,low-stakes,10,0,0.0,5.175173282623291e-06,3.5017728805541992e-06,0,0.2475305055200465
gptoss120b,old,4f7ce1371dfc41be,high-stakes,10,0,0.0,1.0,1.0,0,0.1999184006527948
gptoss120b,old,506a2a0c442053ed,high-stakes,10,0,0.0,1.0,1.0,0,0.23506269977870667
gptoss120b,old,526ab3492abc91f2,high-stakes,10,0,0.0,1.0,1.0,0,0.5394495412844037
gptoss120b,old,54bf100dd58d6509,low-stakes,10,0,0.0,7.448196411132812e-05,7.486343383789062e-05,0,0.5037121644774415
gptoss120b,old,5bbb4be804f05273,low-stakes,10,0,0.0,0.00019845962524414062,0.00014019012451171875,0,0.3896567097637093
gptoss120b,old,5cb5ac5f9cf319fd,low-stakes,10,0,0.0,0.0068389892578125,0.004058837890625,0,0.4743083003952569
gptoss120b,old,62bbd91ebf985483,high-stakes,10,0,0.0,0.99921875,1.0,0,0.375
gptoss120b,old,643380b9d4ccbc1f,high-stakes,10,0,0.0,1.0,1.0,0,0.4083384426732066
gptoss120b,old,6450040008a6c39f,low-stakes,10,0,0.0,0.00010361671447753907,0.000148773193359375,0,0.455560951918407
gptoss120b,old,6b827cbd0ba0f99e,high-stakes,10,0,0.0,1.0,1.0,0,0.1949920085242408
gptoss120b,old,6f0df05ee514b41d,low-stakes,10,0,0.0,2.1469593048095702e-05,1.0788440704345703e-05,0,0.49714285714285716
gptoss120b,old,7031049851f4bb95,high-stakes,10,0,0.0,1.0,1.0,0,0.31539980256663375
gptoss120b,old,70464b30939f2c06,low-stakes,10,0,0.0,5.812644958496094e-05,7.486343383789062e-05,0,0.4385026737967914
gptoss120b,old,70de724f56e24bbe,low-stakes,10,0,0.0,1.0508298873901368e-05,1.150369644165039e-05,0,0.2779255319148936
gptoss120b,old,781d78ad3de944c6,high-stakes,10,0,0.0,1.0,1.0,0,0.3758278145695364
gptoss120b,old,7a1350593358d4d6,low-stakes,10,0,0.0,2.70843505859375e-05,1.0132789611816406e-05,0,0.2778014486578611
gptoss120b,old,7abcd8937e5a8f0a,high-stakes,10,0,0.0,1.0,1.0,0,0.44155844155844154
gptoss120b,old,81a838934031056f,high-stakes,10,0,0.0,1.0,1.0,0,0.25961538461538464
gptoss120b,old,88a9b7f8c95cd4a4,high-stakes,10,0,0.0,1.0,1.0,0,0.31022823330515636
gptoss120b,old,8c329194deb34a84,low-stakes,10,0,0.0,0.0007282257080078125,0.0002307891845703125,0,0.25073129962390306
gptoss120b,old,93965324770b0182,low-stakes,10,0,0.0,0.0002189159393310547,0.00010251998901367188,0,0.406720741599073
gptoss120b,old,96102ce47c5ea162,low-stakes,10,0,0.0,0.00018205642700195313,7.963180541992188e-05,0,0.3471307619943556
gptoss120b,old,96ab6064739ec531,low-stakes,10,0,0.0,1.0144710540771484e-05,9.5367431640625e-06,0,0.4933171324422843
gptoss120b,old,9a7f51fa144251e4,high-stakes,10,0,0.0,1.0,1.0,0,0.3502090106827682
gptoss120b,old,9e7da33973ea750f,low-stakes,10,0,0.0,7.298588752746582e-06,8.940696716308594e-06,0,0.4737752161383285
gptoss120b,old,9f45d848129427cf,high-stakes,10,0,0.0,0.99921875,0.99609375,0,0.36536430834213307
gptoss120b,old,a5f5a5169f51d013,low-stakes,10,0,0.0,0.00026535987854003906,0.0001087188720703125,0,0.530278232405892
gptoss120b,old,ac74a42666a6d7d1,high-stakes,10,0,0.0,1.0,1.0,0,0.17858185001459
gptoss120b,old,acea94d36d21c833,low-stakes,10,0,0.0,0.007830810546875,0.018798828125,0,0.6076759061833689
gptoss120b,old,b5d31c5dfd24e3cc,low-stakes,10,0,0.0,0.00020689964294433593,0.00011587142944335938,0,0.33119383825417203
gptoss120b,old,b7e4006d800f14ae,high-stakes,10,0,0.0,1.0,1.0,0,0.2804878048780488
gptoss120b,old,be994b67e3ea596f,low-stakes,10,0,0.0,0.0001232147216796875,0.0001583099365234375,0,0.4009163802978236
gptoss120b,old,c032fe5807c9725b,low-stakes,10,0,0.0,8.48621129989624e-06,4.798173904418945e-06,0,0.49585253456221196
gptoss120b,old,c4c20be87dc25743,high-stakes,10,0,0.0,1.0,1.0,0,0.20408163265306123
gptoss120b,old,c53ee4467b7c28ce,high-stakes,10,0,0.0,1.0,1.0,0,0.3070110701107011
gptoss120b,old,c6de2c49fc4fcbb8,high-stakes,10,0,0.0,1.0,1.0,0,0.23325942350332593
gptoss120b,old,cdf8cfdf0bd1deed,low-stakes,10,0,0.0,0.0046844482421875,0.0028839111328125,0,0.3468208092485549
gptoss120b,old,d5b2cb9070ca978c,high-stakes,10,0,0.0,1.0,1.0,0,0.22132891936628044
gptoss120b,old,d8f92bb07e0397a5,high-stakes,10,0,0.0,1.0,1.0,0,0.17349943374858437
gptoss120b,old,d92416c3f72dc096,low-stakes,10,0,0.0,7.74383544921875e-05,7.009506225585938e-05,0,0.29534313725490197
gptoss120b,old,d9f2fa6b15ec0cd5,low-stakes,10,0,0.0,0.00015995502471923828,9.012222290039062e-05,0,0.3339980059820538
gptoss120b,old,db1be5471fd44b0f,high-stakes,10,0,0.0,1.0,1.0,0,0.2651891478792511
gptoss120b,old,de6476a4ea0dd1fe,low-stakes,10,0,0.0,9.754300117492676e-06,6.139278411865234e-06,0,0.3409512044471896
gptoss120b,old,e18ed1e2c577731a,low-stakes,10,0,0.0,8.9263916015625e-05,5.14984130859375e-05,0,0.26817947395564723
gptoss120b,old,e1e1d055830ea2b6,high-stakes,10,0,0.0,1.0,1.0,0,0.5121731289449954
gptoss120b,old,ed391104d020d5e9,low-stakes,10,0,0.0,0.00011835098266601562,0.00012302398681640625,0,0.44091903719912473
gptoss120b,old,f04da4478032b657,high-stakes,10,0,0.0,1.0,1.0,0,0.12815533980582525
gptoss120b,old,f548bd1b8da3374b,high-stakes,10,0,0.0,1.0,1.0,0,0.19696969696969696
gptoss120b,old,fc238c4a7d0d3185,low-stakes,10,0,0.0,6.957054138183594e-05,4.00543212890625e-05,0,0.3722172751558326
gptoss120b,old,fc32eb603c9e44b1,low-stakes,10,0,0.0,1.9145011901855468e-05,2.9325485229492188e-05,0,0.36337067705796394
gptoss120b,source,0bebaaf8cc87dadf,high-stakes,10,1,0.1,0.5775390625,0.4296875,1,1.0
gptoss120b,source,20ac18cc2678512b,high-stakes,10,10,1.0,0.045074462890625,0.023681640625,1,1.0
gptoss120b,source,27850015f8c912ab,low-stakes,10,0,0.0,0.00042788982391357423,0.000667572021484375,0,1.0
gptoss120b,source,294b5eb31aec6290,low-stakes,10,10,1.0,0.992578125,0.953125,1,1.0
gptoss120b,source,2984236a2d28b897,low-stakes,10,0,0.0,6.701946258544922e-05,0.00010251998901367188,0,1.0
gptoss120b,source,29d345c3820377f6,high-stakes,10,7,0.7,0.456640625,0.400390625,1,1.0
gptoss120b,source,2a21ce91f05751d6,high-stakes,10,10,1.0,0.052099609375,0.055908203125,1,1.0
gptoss120b,source,2f0e6b77c8fc76db,high-stakes,10,10,1.0,0.07059326171875,0.09033203125,1,1.0
gptoss120b,source,314faeb61ff163af,high-stakes,10,0,0.0,0.999609375,1.0,0,1.0
gptoss120b,source,37921d1d8d037b00,low-stakes,10,10,1.0,0.91796875,0.7109375,1,1.0
gptoss120b,source,3d8a82dc85f76bf6,low-stakes,10,10,1.0,0.759765625,0.59375,1,1.0
gptoss120b,source,3e995140b42fa361,high-stakes,10,6,0.6,0.4230712890625,0.263671875,1,1.0
gptoss120b,source,3f913fe52c5d83bd,high-stakes,10,10,1.0,0.17373046875,0.177734375,1,1.0
gptoss120b,source,4363f0655b855516,high-stakes,10,10,1.0,0.2137451171875,0.294921875,1,1.0
gptoss120b,source,441e8f8e6558113c,high-stakes,10,8,0.8,0.42666015625,0.259765625,1,1.0
gptoss120b,source,46390bf9ea8256b6,low-stakes,10,10,1.0,0.9921875,0.9921875,1,1.0
gptoss120b,source,46bde950b85ac475,high-stakes,10,10,1.0,0.30263671875,0.265625,1,1.0
gptoss120b,source,48f09b92d006ce59,high-stakes,10,7,0.7,0.394189453125,0.16796875,1,1.0
gptoss120b,source,4ad790cc447b4c70,high-stakes,10,9,0.9,0.3208984375,0.1982421875,1,1.0
gptoss120b,source,4d7fcd0f11b74325,high-stakes,10,4,0.4,0.5486328125,0.3359375,1,1.0
gptoss120b,source,4f7ce1371dfc41be,low-stakes,10,0,0.0,0.00021162033081054688,0.00016880035400390625,0,1.0
gptoss120b,source,506a2a0c442053ed,low-stakes,10,10,1.0,0.9296875,0.703125,1,1.0
gptoss120b,source,526ab3492abc91f2,low-stakes,10,9,0.9,0.8412109375,0.89453125,1,1.0
gptoss120b,source,54bf100dd58d6509,high-stakes,10,4,0.4,0.494921875,0.4765625,1,1.0
gptoss120b,source,5bbb4be804f05273,high-stakes,10,3,0.3,0.52763671875,0.27734375,1,1.0
gptoss120b,source,5cb5ac5f9cf319fd,high-stakes,10,0,0.0,0.992578125,0.99609375,0,1.0
gptoss120b,source,62bbd91ebf985483,low-stakes,10,0,0.0,0.0022083282470703124,0.0002956390380859375,0,1.0
gptoss120b,source,643380b9d4ccbc1f,low-stakes,10,10,1.0,0.85546875,0.8515625,1,1.0
gptoss120b,source,6450040008a6c39f,high-stakes,10,10,1.0,0.15205078125,0.208984375,1,1.0
gptoss120b,source,6b827cbd0ba0f99e,low-stakes,10,10,1.0,0.800390625,0.64453125,1,1.0
gptoss120b,source,6f0df05ee514b41d,high-stakes,10,10,1.0,0.208447265625,0.1611328125,1,1.0
gptoss120b,source,7031049851f4bb95,low-stakes,10,0,0.0,0.0059417724609375,0.00860595703125,0,1.0
gptoss120b,source,70464b30939f2c06,high-stakes,10,10,1.0,0.0416259765625,0.08154296875,1,1.0
gptoss120b,source,70de724f56e24bbe,high-stakes,10,10,1.0,0.17275390625,0.12109375,1,1.0
gptoss120b,source,781d78ad3de944c6,low-stakes,10,10,1.0,0.850390625,0.64453125,1,1.0
gptoss120b,source,7a1350593358d4d6,high-stakes,10,5,0.5,0.4841796875,0.361328125,1,1.0
gptoss120b,source,7abcd8937e5a8f0a,low-stakes,10,10,1.0,0.9421875,0.8515625,1,1.0
gptoss120b,source,81a838934031056f,low-stakes,10,10,1.0,0.720703125,0.609375,1,1.0
gptoss120b,source,88a9b7f8c95cd4a4,low-stakes,10,0,0.0,0.0002444267272949219,0.0002613067626953125,0,1.0
gptoss120b,source,8c329194deb34a84,high-stakes,10,5,0.5,0.5017578125,0.2392578125,1,1.0
gptoss120b,source,93965324770b0182,high-stakes,10,10,1.0,0.025048828125,0.029296875,1,1.0
gptoss120b,source,96102ce47c5ea162,high-stakes,10,10,1.0,0.1164306640625,0.057373046875,1,1.0
gptoss120b,source,96ab6064739ec531,high-stakes,10,10,1.0,0.179736328125,0.1552734375,1,1.0
gptoss120b,source,9a7f51fa144251e4,low-stakes,10,10,1.0,0.853515625,0.78515625,1,1.0
gptoss120b,source,9e7da33973ea750f,high-stakes,10,3,0.3,0.566015625,0.419921875,1,1.0
gptoss120b,source,9f45d848129427cf,low-stakes,10,0,0.0,2.753734588623047e-05,2.276897430419922e-05,0,1.0
gptoss120b,source,a5f5a5169f51d013,high-stakes,10,0,0.0,0.9984375,0.9921875,0,1.0
gptoss120b,source,ac74a42666a6d7d1,low-stakes,10,0,0.0,0.001218414306640625,0.0006866455078125,0,1.0
gptoss120b,source,acea94d36d21c833,high-stakes,10,0,0.0,1.0,1.0,0,1.0
gptoss120b,source,b5d31c5dfd24e3cc,high-stakes,10,4,0.4,0.4875,0.25390625,1,1.0
gptoss120b,source,b7e4006d800f14ae,low-stakes,10,10,1.0,0.9890625,0.953125,1,1.0
gptoss120b,source,be994b67e3ea596f,high-stakes,10,10,1.0,0.1880859375,0.33984375,1,1.0
gptoss120b,source,c032fe5807c9725b,high-stakes,10,10,1.0,0.1234130859375,0.07373046875,1,1.0
gptoss120b,source,c4c20be87dc25743,low-stakes,10,0,0.0,1.665949821472168e-05,1.0788440704345703e-05,0,1.0
gptoss120b,source,c53ee4467b7c28ce,low-stakes,10,10,1.0,0.874609375,0.74609375,1,1.0
gptoss120b,source,c6de2c49fc4fcbb8,low-stakes,10,8,0.8,0.6529296875,0.59375,1,1.0
gptoss120b,source,cdf8cfdf0bd1deed,high-stakes,10,8,0.8,0.38525390625,0.193359375,1,1.0
gptoss120b,source,d5b2cb9070ca978c,low-stakes,10,0,0.0,7.781386375427247e-06,4.798173904418945e-06,0,1.0
gptoss120b,source,d8f92bb07e0397a5,low-stakes,10,0,0.0,0.0109588623046875,0.00592041015625,0,1.0
gptoss120b,source,d92416c3f72dc096,high-stakes,10,10,1.0,0.138720703125,0.08740234375,1,1.0
gptoss120b,source,d9f2fa6b15ec0cd5,high-stakes,10,5,0.5,0.4900390625,0.4765625,1,1.0
gptoss120b,source,db1be5471fd44b0f,low-stakes,10,0,0.0,1.188218593597412e-05,1.0132789611816406e-05,0,1.0
gptoss120b,source,de6476a4ea0dd1fe,high-stakes,10,10,1.0,0.04698486328125,0.05419921875,1,1.0
gptoss120b,source,e18ed1e2c577731a,high-stakes,10,10,1.0,0.246044921875,0.12353515625,1,1.0
gptoss120b,source,e1e1d055830ea2b6,low-stakes,10,10,1.0,0.9125,0.73046875,1,1.0
gptoss120b,source,ed391104d020d5e9,high-stakes,10,10,1.0,0.12666015625,0.1318359375,1,1.0
gptoss120b,source,f04da4478032b657,low-stakes,10,10,1.0,0.88515625,0.6953125,1,1.0
gptoss120b,source,f548bd1b8da3374b,low-stakes,10,10,1.0,0.942578125,0.8828125,1,1.0
gptoss120b,source,fc238c4a7d0d3185,high-stakes,10,10,1.0,0.064501953125,0.02197265625,1,1.0
gptoss120b,source,fc32eb603c9e44b1,high-stakes,10,6,0.6,0.47265625,0.384765625,1,1.0
